,Date,Price,Sum_Positive,Sum_Neutral,Sum_Negative,Sum_Compound
493,2021-02-24,5.23,119.00800000000001,451.20799999999997,58.776,96.07739999999998
494,2021-02-25,5.3,55.075,239.114,38.821,42.6083
495,2021-02-26,5.24,53.746,206.21200000000002,18.034,70.55109999999999
496,2021-02-27,,39.978,159.351,18.668,46.9572
497,2021-02-28,,33.131,125.721,17.152,48.7044
498,2021-03-01,4.9,138.554,439.394,55.058,135.5469
499,2021-03-02,4.75,106.06000000000002,329.90999999999997,37.027,106.66590000000001
500,2021-03-03,5.09,35.88,149.38799999999998,19.729,28.389699999999998
501,2021-03-04,4.96,41.182,164.516,24.297,24.591700000000003
502,2021-03-05,5.25,42.06400000000001,154.832,16.104,35.959
503,2021-03-06,,27.946000000000005,109.587,13.459,29.683499999999995
504,2021-03-07,,23.848,88.02800000000002,15.128,15.154200000000001
505,2021-03-08,5.04,34.2,162.02800000000002,23.763,19.583
506,2021-03-09,5.19,114.553,355.155,44.287000000000006,114.6613
507,2021-03-10,5.32,48.837,186.316,29.847,41.944199999999995
508,2021-03-11,5.32,22.844,90.024,14.136000000000001,19.3936
509,2021-03-12,5.2,37.258,137.33100000000002,17.408,37.992900000000006
510,2021-03-13,,24.015,67.692,10.286000000000001,28.142699999999998
511,2021-03-14,,22.344000000000005,75.05300000000001,10.604000000000001,24.768399999999996
512,2021-03-15,5.18,33.972,131.297,15.733000000000002,44.1227
513,2021-03-16,5.24,17.545999999999996,67.88799999999999,11.568000000000001,11.351099999999999
514,2021-03-17,5.38,24.027,88.803,10.167,29.012499999999996
515,2021-03-18,5.26,31.431,95.314,9.256,39.86
516,2021-03-19,5.41,26.366000000000003,83.31899999999999,8.315,26.1004
517,2021-03-20,,8.664,43.543,4.796,9.442499999999999
518,2021-03-21,,15.629,53.79500000000001,6.573,15.5047
519,2021-03-22,5.4,19.605999999999998,98.743,11.649000000000001,20.0451
520,2021-03-23,5.05,18.075,84.87899999999999,8.039,18.8952
521,2021-03-24,5.12,14.788,49.190000000000005,4.022,10.3223
522,2021-03-25,5.1,11.905,56.281000000000006,4.814,7.516100000000001
523,2021-03-26,5.15,16.257,67.527,10.217,5.471499999999999
524,2021-03-27,,3.4999999999999996,19.342000000000002,2.158,2.9870000000000005
525,2021-03-28,,5.466,18.192999999999998,2.341,4.8442
526,2021-03-29,5.05,25.201,83.359,15.441,9.142
527,2021-03-30,4.78,105.311,392.418,84.27499999999999,8.550500000000001
528,2021-03-31,4.52,101.91,401.846,80.256,16.9608
529,2021-04-01,4.64,47.045,188.91899999999998,43.034,7.648499999999996
530,2021-04-02,4.75,22.563999999999997,71.51899999999999,8.919999999999998,18.6759
531,2021-04-03,,11.998,48.302,7.698999999999999,6.807799999999998
532,2021-04-04,,6.917,31.345,4.744,3.9823000000000004
533,2021-04-05,4.68,22.846000000000004,97.65200000000002,16.500000000000004,11.965699999999998
534,2021-04-06,4.77,18.382,70.41,9.204,10.5656
535,2021-04-07,4.91,15.594,53.208000000000006,6.198,13.800999999999998
536,2021-04-08,5.4,43.214,172.028,22.758000000000003,30.5031
537,2021-04-09,5.23,23.771,61.958,6.271000000000001,19.653100000000002
538,2021-04-10,,7.955999999999999,45.711000000000006,3.332,10.4895
539,2021-04-11,,11.467000000000002,57.89,5.641,15.790799999999999
540,2021-04-12,5.25,9.112,36.736,2.151,7.5503
541,2021-04-13,5.08,13.562000000000001,72.53,9.910000000000002,5.6149000000000004
542,2021-04-14,5.13,7.172000000000001,39.665,3.1630000000000003,3.7938000000000005
543,2021-04-15,5.44,23.837000000000003,90.72999999999999,5.430999999999999,22.899200000000004
544,2021-04-16,5.57,18.89,79.951,12.158000000000001,9.625700000000002
545,2021-04-17,,12.029,44.025,8.944,6.0713
546,2021-04-18,,11.009,53.238,8.754999999999999,4.219799999999999
547,2021-04-19,5.46,20.925,79.41,12.66,12.4138
548,2021-04-20,5.4,13.817999999999998,51.30499999999999,6.877999999999999,10.403400000000001
549,2021-04-21,5.45,11.603999999999997,55.351000000000006,8.044,5.6481
550,2021-04-22,5.62,25.779,93.299,12.922,20.0542
551,2021-04-23,5.73,9.696,32.127,3.1770000000000005,9.5978
552,2021-04-24,,3.0069999999999997,20.330000000000002,2.665,0.34389999999999976
553,2021-04-25,,11.761,44.816,4.422,8.7535
554,2021-04-26,5.9,37.254,136.432,11.313000000000002,38.2896
555,2021-04-27,5.78,26.955,121.08399999999999,20.962,8.223800000000002
556,2021-04-28,5.67,22.037000000000003,78.36099999999999,10.600999999999999,16.869699999999998
557,2021-04-29,,8.988000000000001,38.49999999999999,4.513999999999999,5.6556000000000015
558,2021-04-30,5.65,20.137999999999998,84.555,8.305,14.151900000000003
559,2021-05-01,,10.34,41.772000000000006,3.889,11.4099
560,2021-05-02,,14.675,42.103,6.227,13.7426
561,2021-05-03,5.48,15.411000000000001,68.70700000000001,5.882999999999999,10.6861
562,2021-05-04,5.45,20.426,71.18,13.397,7.827800000000001
563,2021-05-05,5.32,15.324000000000002,105.869,12.806000000000001,-1.1201999999999979
564,2021-05-06,5.06,27.365,130.763,14.870999999999999,19.3757
565,2021-05-07,5.26,30.418000000000003,99.857,11.728000000000002,28.5932
566,2021-05-08,,4.239,16.475,3.29,0.8851999999999993
567,2021-05-09,,6.939,27.714,2.347,7.4958
568,2021-05-10,5.16,11.54,77.458,7.001,8.735500000000004
569,2021-05-11,5.18,16.956999999999997,72.014,7.031000000000001,11.928899999999999
570,2021-05-12,5.35,23.810000000000002,79.549,13.642000000000001,10.100900000000001
571,2021-05-13,,14.097000000000001,64.107,11.797000000000002,-2.6883
572,2021-05-14,,16.199,65.951,12.852,2.8452000000000006
573,2021-05-15,,3.764,25.354000000000003,2.8810000000000002,2.6020000000000003
574,2021-05-16,,5.18,31.633999999999997,3.184,2.9307000000000007
575,2021-05-17,5.29,7.323,26.194000000000003,4.484,3.4966
576,2021-05-18,5.34,13.783999999999999,67.349,5.873,19.4849
577,2021-05-19,5.45,15.23,68.996,7.774,9.1656
578,2021-05-20,5.37,9.493,29.318999999999996,3.1860000000000004,6.290899999999999
579,2021-05-21,5.31,12.551000000000002,36.126999999999995,4.32,12.723799999999999
580,2021-05-22,,4.463,23.604000000000006,2.9330000000000003,3.0608
581,2021-05-23,,2.9370000000000003,10.231,0.833,3.0904999999999996
582,2021-05-24,5.26,6.411,40.355,2.231,7.2928999999999995
583,2021-05-25,5.2,4.655,28.650000000000002,2.694,3.4101999999999997
584,2021-05-26,,5.460999999999999,17.544,2.995,2.1507
585,2021-05-27,5.12,11.383,38.639,4.978,8.3212
586,2021-05-28,5.09,19.965,89.122,13.916000000000002,8.710700000000001
587,2021-05-29,,9.487999999999998,35.656,5.853999999999999,5.595300000000001
588,2021-05-30,,6.809,41.807,3.383,7.5879
589,2021-05-31,5.18,15.309999999999999,54.776,4.915,17.926400000000005
590,2021-06-01,5.09,19.500000000000004,51.281,10.222000000000001,10.015199999999998
591,2021-06-02,5.1,15.626999999999997,63.361999999999995,4.01,28.0732
592,2021-06-03,5.0,21.941000000000003,68.247,9.808,15.2501
593,2021-06-04,4.9,15.899000000000001,62.531000000000006,13.571,3.0284999999999997
594,2021-06-05,,6.475,20.93,2.5949999999999998,6.9971
595,2021-06-06,,7.3309999999999995,20.922,1.747,8.1317
596,2021-06-07,,9.303,32.690000000000005,4.006,12.043000000000001
597,2021-06-08,4.78,21.881,64.459,12.661000000000001,10.270299999999999
598,2021-06-09,4.84,61.781,224.327,33.894,49.9636
599,2021-06-10,4.8,31.289,100.216,16.496000000000002,31.957000000000004
600,2021-06-11,4.72,21.538,86.27900000000001,17.179,13.298200000000001
601,2021-06-12,,39.949,147.93200000000002,22.119999999999997,30.3388
602,2021-06-13,,43.307,164.009,23.684,34.043400000000005
603,2021-06-14,4.77,63.915000000000006,220.068,35.022,55.2435
604,2021-06-15,4.74,35.016999999999996,131.933,16.05,30.153500000000005
605,2021-06-16,4.66,44.449,157.659,23.892,36.1827
606,2021-06-17,4.63,32.736,122.614,15.656000000000002,38.272000000000006
607,2021-06-18,4.7,32.92400000000001,128.861,15.216000000000001,26.5047
608,2021-06-19,,10.289,38.70099999999999,7.013999999999999,3.4603
609,2021-06-20,,2.312,15.184000000000001,2.5039999999999996,0.9632000000000003
610,2021-06-21,4.67,21.198,75.803,8.996,22.381099999999993
611,2021-06-22,4.65,30.375000000000004,141.798,14.825999999999997,35.5541
612,2021-06-23,4.45,55.401,203.751,23.851,46.216899999999995
613,2021-06-24,4.35,70.465,260.40999999999997,29.130000000000003,74.2336
614,2021-06-25,4.35,42.306,141.74800000000002,21.942999999999998,39.23500000000001
615,2021-06-26,,25.532000000000004,109.555,19.910000000000004,13.1125
616,2021-06-27,,13.370999999999999,47.99699999999999,6.630999999999999,10.188099999999999
617,2021-06-28,4.23,40.135999999999996,145.669,24.200000000000003,29.199
618,2021-06-29,4.3,33.352000000000004,117.624,17.032,32.33409999999999
619,2021-06-30,4.17,46.81699999999999,121.225,16.963,58.0577
620,2021-07-01,4.07,46.791000000000004,158.861,20.346,49.5753
621,2021-07-02,4.01,57.702000000000005,229.577,34.727000000000004,45.467299999999994
622,2021-07-03,,14.389,45.211999999999996,9.401,17.3965
623,2021-07-04,,19.522,62.278999999999996,11.198,20.845100000000002
624,2021-07-05,3.95,56.211,231.868,36.916000000000004,45.01969999999999
625,2021-07-06,3.94,36.428,187.547,22.032,29.040200000000002
626,2021-07-07,3.86,42.326,141.25900000000001,27.419,30.375700000000002
627,2021-07-08,3.72,52.092,197.13299999999998,35.778,17.1575
628,2021-07-09,3.82,27.062,105.295,18.642000000000003,13.290199999999999
629,2021-07-10,,25.659,92.57400000000001,15.768,23.2369
630,2021-07-11,,6.884,26.42,4.696999999999999,-1.5525000000000007
631,2021-07-12,3.71,14.874,69.811,9.315999999999999,10.638900000000001
632,2021-07-13,3.77,11.024000000000001,53.992000000000004,4.9830000000000005,13.4062
633,2021-07-14,3.76,19.674999999999997,91.832,12.493,18.504399999999997
634,2021-07-15,4.04,28.885000000000005,149.74200000000002,22.369999999999997,2.6999
635,2021-07-16,3.97,33.971999999999994,125.92599999999999,20.109,17.987299999999998
636,2021-07-17,,10.77,46.571,7.6610000000000005,3.339799999999999
637,2021-07-18,,11.673,71.04599999999999,5.279999999999999,19.5313
638,2021-07-19,3.93,15.821,61.223,10.956999999999999,7.336400000000001
639,2021-07-20,,9.569999999999999,33.75599999999999,3.6740000000000004,8.188400000000001
640,2021-07-21,4.16,11.028,52.81499999999999,4.159999999999999,15.0607
641,2021-08-15,,0.615,0.385,0.0,0.6597
642,2021-08-20,,0.366,0.634,0.0,0.6369
643,2021-08-25,,0.144,0.702,0.154,-0.0772
644,2021-09-12,,0.0,0.621,0.379,-0.6705
645,2021-09-14,,0.194,0.806,0.0,0.0516
646,2021-09-19,,0.627,0.373,0.0,0.8126
